currentLevel,requiredXpToUpgrade,newLevel,userBeXp,ranksRewards,claimableRewards,unclaimableRewards
Bronze_3,"4,000,000.00",Emerald_3,6000000000,4|5|6|7|8|9|10|11|12,Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3,Unranked|Bronze_1|Bronze_2|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3
Silver_1,"4,000,000.00",Emerald_3,6000000000,5|6|7|8|9|10|11|12,Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3,Unranked|Bronze_1|Bronze_2|Bronze_3|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3
Silver_2,"4,000,000.00",Emerald_3,6000000000,6|7|8|9|10|11|12,Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3
Silver_3,"4,000,000.00",Emerald_3,6000000000,7|8|9|10|11|12,Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3
Gold_1,"4,000,000.00",Emerald_3,6000000000,8|9|10|11|12,Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3
Gold_2,"4,000,000.00",Emerald_3,6000000000,9|10|11|12,Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3
Gold_3,"4,000,000.00",Emerald_3,6000000000,10|11|12,Gold_3|Emerald_1|Emerald_2|Emerald_3,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3
Emerald_1,"4,000,000.00",Emerald_3,6000000000,11|12,Emerald_1|Emerald_2|Emerald_3,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3
Unranked_1,"8,000,000.00",Sapphire_1,12000000000,0|1|2|3|4|5|6|7|8|9|10|11|12|13,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1,Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3
Unranked_2,"8,000,000.00",Sapphire_1,12000000000,1|2|3|4|5|6|7|8|9|10|11|12|13,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1,Unranked|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3
Bronze_1,"8,000,000.00",Sapphire_1,12000000000,2|3|4|5|6|7|8|9|10|11|12|13,Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1,Unranked|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3
Bronze_2,"8,000,000.00",Sapphire_1,12000000000,3|4|5|6|7|8|9|10|11|12|13,Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1,Unranked|Bronze_1|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3
Bronze_3,"8,000,000.00",Sapphire_1,12000000000,4|5|6|7|8|9|10|11|12|13,Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1,Unranked|Bronze_1|Bronze_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3
Silver_1,"8,000,000.00",Sapphire_1,12000000000,5|6|7|8|9|10|11|12|13,Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1,Unranked|Bronze_1|Bronze_2|Bronze_3|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3
Silver_2,"8,000,000.00",Sapphire_1,12000000000,6|7|8|9|10|11|12|13,Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3
Silver_3,"8,000,000.00",Sapphire_1,12000000000,7|8|9|10|11|12|13,Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3
Gold_1,"8,000,000.00",Sapphire_1,12000000000,8|9|10|11|12|13,Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3
Gold_2,"8,000,000.00",Sapphire_1,12000000000,9|10|11|12|13,Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3
Gold_3,"8,000,000.00",Sapphire_1,12000000000,10|11|12|13,Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3
Emerald_1,"8,000,000.00",Sapphire_1,12000000000,11|12|13,Emerald_1|Emerald_2|Emerald_3|Sapphire_1,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3
Emerald_2,"8,000,000.00",Sapphire_1,12000000000,12|13,Emerald_2|Emerald_3|Sapphire_1,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3
Unranked_1,"14,000,000.00",Sapphire_2,21000000000,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2,Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3
Unranked_2,"14,000,000.00",Sapphire_2,21000000000,1|2|3|4|5|6|7|8|9|10|11|12|13|14,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2,Unranked|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3
Bronze_1,"14,000,000.00",Sapphire_2,21000000000,2|3|4|5|6|7|8|9|10|11|12|13|14,Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2,Unranked|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3
Bronze_2,"14,000,000.00",Sapphire_2,21000000000,3|4|5|6|7|8|9|10|11|12|13|14,Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2,Unranked|Bronze_1|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3
Bronze_3,"14,000,000.00",Sapphire_2,21000000000,4|5|6|7|8|9|10|11|12|13|14,Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2,Unranked|Bronze_1|Bronze_2|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3
Silver_1,"14,000,000.00",Sapphire_2,21000000000,5|6|7|8|9|10|11|12|13|14,Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2,Unranked|Bronze_1|Bronze_2|Bronze_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3
Silver_2,"14,000,000.00",Sapphire_2,21000000000,6|7|8|9|10|11|12|13|14,Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3
Silver_3,"14,000,000.00",Sapphire_2,21000000000,7|8|9|10|11|12|13|14,Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3
Gold_1,"14,000,000.00",Sapphire_2,21000000000,8|9|10|11|12|13|14,Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3
Gold_2,"14,000,000.00",Sapphire_2,21000000000,9|10|11|12|13|14,Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3
Gold_3,"14,000,000.00",Sapphire_2,21000000000,10|11|12|13|14,Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3
Emerald_1,"14,000,000.00",Sapphire_2,21000000000,11|12|13|14,Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3
Emerald_2,"14,000,000.00",Sapphire_2,21000000000,12|13|14,Emerald_2|Emerald_3|Sapphire_1|Sapphire_2,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3
Emerald_3,"14,000,000.00",Sapphire_2,21000000000,13|14,Emerald_3|Sapphire_1|Sapphire_2,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3
Unranked_1,"22,000,000.00",Sapphire_3,33000000000,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3,Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3
Unranked_2,"22,000,000.00",Sapphire_3,33000000000,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3,Unranked|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3
Bronze_1,"22,000,000.00",Sapphire_3,33000000000,2|3|4|5|6|7|8|9|10|11|12|13|14|15,Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3,Unranked|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3
Bronze_2,"22,000,000.00",Sapphire_3,33000000000,3|4|5|6|7|8|9|10|11|12|13|14|15,Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3,Unranked|Bronze_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3
Bronze_3,"22,000,000.00",Sapphire_3,33000000000,4|5|6|7|8|9|10|11|12|13|14|15,Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3,Unranked|Bronze_1|Bronze_2|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3
Silver_1,"22,000,000.00",Sapphire_3,33000000000,5|6|7|8|9|10|11|12|13|14|15,Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3,Unranked|Bronze_1|Bronze_2|Bronze_3|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3
Silver_2,"22,000,000.00",Sapphire_3,33000000000,6|7|8|9|10|11|12|13|14|15,Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3
Silver_3,"22,000,000.00",Sapphire_3,33000000000,7|8|9|10|11|12|13|14|15,Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3
Gold_1,"22,000,000.00",Sapphire_3,33000000000,8|9|10|11|12|13|14|15,Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3
Gold_2,"22,000,000.00",Sapphire_3,33000000000,9|10|11|12|13|14|15,Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3
Gold_3,"22,000,000.00",Sapphire_3,33000000000,10|11|12|13|14|15,Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3
Emerald_1,"22,000,000.00",Sapphire_3,33000000000,11|12|13|14|15,Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3
Emerald_2,"22,000,000.00",Sapphire_3,33000000000,12|13|14|15,Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3
Emerald_3,"22,000,000.00",Sapphire_3,33000000000,13|14|15,Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3
Sapphire_1,"22,000,000.00",Sapphire_3,33000000000,14|15,Sapphire_1|Sapphire_2|Sapphire_3,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3
Unranked_1,"37,000,000.00",Ruby_1,55500000000,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1,Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3
Unranked_2,"37,000,000.00",Ruby_1,55500000000,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1,Unranked|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3
Bronze_1,"37,000,000.00",Ruby_1,55500000000,2|3|4|5|6|7|8|9|10|11|12|13|14|15|16,Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1,Unranked|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3
Bronze_2,"37,000,000.00",Ruby_1,55500000000,3|4|5|6|7|8|9|10|11|12|13|14|15|16,Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1,Unranked|Bronze_1|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3
Bronze_3,"37,000,000.00",Ruby_1,55500000000,4|5|6|7|8|9|10|11|12|13|14|15|16,Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1,Unranked|Bronze_1|Bronze_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3
Silver_1,"37,000,000.00",Ruby_1,55500000000,5|6|7|8|9|10|11|12|13|14|15|16,Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1,Unranked|Bronze_1|Bronze_2|Bronze_3|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3
Silver_2,"37,000,000.00",Ruby_1,55500000000,6|7|8|9|10|11|12|13|14|15|16,Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3
Silver_3,"37,000,000.00",Ruby_1,55500000000,7|8|9|10|11|12|13|14|15|16,Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3
Gold_1,"37,000,000.00",Ruby_1,55500000000,8|9|10|11|12|13|14|15|16,Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3
Gold_2,"37,000,000.00",Ruby_1,55500000000,9|10|11|12|13|14|15|16,Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3
Gold_3,"37,000,000.00",Ruby_1,55500000000,10|11|12|13|14|15|16,Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3
Emerald_1,"37,000,000.00",Ruby_1,55500000000,11|12|13|14|15|16,Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3
Emerald_2,"37,000,000.00",Ruby_1,55500000000,12|13|14|15|16,Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3
Emerald_3,"37,000,000.00",Ruby_1,55500000000,13|14|15|16,Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3
Sapphire_1,"37,000,000.00",Ruby_1,55500000000,14|15|16,Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3
Sapphire_2,"37,000,000.00",Ruby_1,55500000000,15|16,Sapphire_2|Sapphire_3|Ruby_1,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3
Unranked_1,"50,000,000.00",Ruby_2,75000000000,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2,Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3
